country,month,solePubs,collabPubs,solePubsCorona,collabPubsCorona
United Kingdom,201907,1258.0,2639.0,1.0,3.0
Italy,201907,1592.0,1361.0,0.0,0.0
Singapore,201907,137.0,246.0,0.0,0.0
Canada,201907,1223.0,1376.0,1.0,1.0
Sweden,201907,305.0,627.0,0.0,0.0
China,201907,8378.0,2569.0,4.0,3.0
Netherlands,201907,789.0,1045.0,1.0,2.0
Brazil,201907,907.0,686.0,1.0,1.0
Morocco,201907,24.0,31.0,0.0,1.0
Germany,201907,1689.0,1982.0,1.0,2.0
Costa Rica,201907,4.0,15.0,0.0,0.0
Turkey,201907,543.0,193.0,0.0,0.0
Greece,201907,179.0,235.0,0.0,0.0
Iran,201907,605.0,296.0,0.0,1.0
South Africa,201907,150.0,222.0,0.0,0.0
Moldova,201907,0.0,5.0,0.0,0.0
Hungary,201907,83.0,148.0,0.0,1.0
Austria,201907,218.0,422.0,0.0,0.0
Serbia,201907,52.0,85.0,0.0,0.0
Romania,201907,55.0,94.0,0.0,0.0
Argentina,201907,93.0,175.0,1.0,0.0
Israel,201907,273.0,294.0,0.0,0.0
Spain,201907,1064.0,1076.0,0.0,1.0
Russia,201907,283.0,249.0,0.0,0.0
Belgium,201907,248.0,607.0,0.0,0.0
Norway,201907,131.0,266.0,0.0,0.0
Vietnam,201907,13.0,73.0,0.0,0.0
Malaysia,201907,84.0,161.0,1.0,0.0
Ireland,201907,122.0,202.0,1.0,0.0
Taiwan,201907,429.0,262.0,0.0,0.0
Chile,201907,88.0,146.0,0.0,0.0
Egypt,201907,220.0,149.0,1.0,1.0
Jordan,201907,29.0,34.0,0.0,1.0
Thailand,201907,161.0,150.0,1.0,0.0
Qatar,201907,25.0,63.0,0.0,0.0
Bangladesh,201907,13.0,59.0,0.0,0.0
Saudi Arabia,201907,85.0,224.0,3.0,3.0
Poland,201907,499.0,347.0,0.0,0.0
Iceland,201907,6.0,27.0,0.0,0.0
Lebanon,201907,39.0,67.0,0.0,1.0
New Zealand,201907,152.0,208.0,0.0,0.0
Mozambique,201907,1.0,21.0,0.0,0.0
Lithuania,201907,39.0,35.0,0.0,0.0
Bosnia and Herzegovina,201907,3.0,6.0,0.0,0.0
Finland,201907,134.0,246.0,0.0,0.0
Slovenia,201907,54.0,70.0,0.0,0.0
Georgia,201907,74.0,68.0,0.0,0.0
New Caledonia,201907,0.0,2.0,0.0,0.0
Myanmar,201907,0.0,15.0,0.0,0.0
Croatia,201907,37.0,88.0,0.0,0.0
Zambia,201907,3.0,18.0,0.0,0.0
Pakistan,201907,79.0,165.0,0.0,0.0
Jersey,201907,45.0,35.0,0.0,0.0
Cameroon,201907,10.0,31.0,0.0,0.0
Uruguay,201907,16.0,23.0,0.0,0.0
Peru,201907,20.0,136.0,0.0,0.0
Ethiopia,201907,88.0,55.0,0.0,1.0
Colombia,201907,67.0,102.0,0.0,0.0
Kenya,201907,19.0,71.0,0.0,1.0
Democratic Republic of the Congo,201907,0.0,6.0,0.0,0.0
Estonia,201907,9.0,59.0,0.0,0.0
Mexico,201907,228.0,242.0,1.0,0.0
Slovakia,201907,25.0,50.0,0.0,0.0
Cuba,201907,4.0,12.0,0.0,0.0
Fiji,201907,1.0,5.0,0.0,0.0
Ghana,201907,12.0,43.0,0.0,0.0
Nigeria,201907,45.0,80.0,0.0,1.0
Guinea,201907,0.0,6.0,0.0,0.0
Kyrgyzstan,201907,0.0,2.0,0.0,0.0
Nepal,201907,10.0,28.0,0.0,0.0
United Arab Emirates,201907,18.0,46.0,0.0,0.0
French Polynesia,201907,0.0,4.0,0.0,0.0
Indonesia,201907,28.0,55.0,0.0,0.0
Ukraine,201907,11.0,58.0,0.0,0.0
Sri Lanka,201907,17.0,22.0,0.0,0.0
Cyprus,201907,10.0,40.0,0.0,0.0
Philippines,201907,12.0,35.0,0.0,0.0
Nicaragua,201907,0.0,6.0,0.0,0.0
Cambodia,201907,0.0,13.0,0.0,0.0
Tunisia,201907,34.0,48.0,0.0,1.0
Venezuela,201907,7.0,9.0,0.0,0.0
Latvia,201907,5.0,12.0,0.0,0.0
Czechia,201907,7.0,9.0,0.0,0.0
Ecuador,201907,6.0,35.0,0.0,0.0
Botswana,201907,2.0,10.0,0.0,0.0
Bolivia,201907,0.0,9.0,0.0,0.0
North Macedonia,201907,0.0,4.0,0.0,0.0
Afghanistan,201907,1.0,5.0,0.0,0.0
Benin,201907,4.0,12.0,0.0,0.0
Burkina Faso,201907,2.0,19.0,0.0,0.0
Haiti,201907,0.0,8.0,0.0,0.0
Mali,201907,8.0,19.0,0.0,0.0
Niger,201907,1.0,7.0,0.0,0.0
Sierra Leone,201907,0.0,6.0,0.0,0.0
Bulgaria,201907,19.0,47.0,0.0,0.0
Algeria,201907,8.0,21.0,0.0,0.0
Senegal,201907,3.0,11.0,0.0,0.0
Oman,201907,8.0,18.0,0.0,0.0
Grenada,201907,0.0,4.0,0.0,0.0
Kuwait,201907,13.0,15.0,0.0,0.0
Laos,201907,0.0,5.0,0.0,0.0
Brunei,201907,0.0,2.0,0.0,0.0
Dominica,201907,0.0,0.0,0.0,0.0
Luxembourg,201907,4.0,26.0,0.0,0.0
Tonga,201907,0.0,0.0,0.0,0.0
Honduras,201907,0.0,6.0,0.0,0.0
Panama,201907,1.0,15.0,0.0,0.0
Rwanda,201907,1.0,7.0,0.0,1.0
Liberia,201907,0.0,3.0,0.0,0.0
Zimbabwe,201907,0.0,23.0,0.0,0.0
Kazakhstan,201907,7.0,12.0,0.0,0.0
Guatemala,201907,2.0,6.0,0.0,0.0
Samoa,201907,0.0,3.0,0.0,0.0
Azerbaijan,201907,2.0,4.0,0.0,0.0
Namibia,201907,2.0,6.0,0.0,0.0
Angola,201907,0.0,3.0,0.0,0.0
Monaco,201907,1.0,9.0,0.0,0.0
Iraq,201907,15.0,28.0,0.0,1.0
Barbados,201907,1.0,0.0,0.0,0.0
Belarus,201907,3.0,22.0,0.0,0.0
Malawi,201907,1.0,21.0,0.0,0.0
Sudan,201907,0.0,10.0,0.0,0.0
Malta,201907,5.0,4.0,0.0,0.0
Burundi,201907,0.0,1.0,0.0,0.0
Mauritius,201907,1.0,5.0,0.0,0.0
Cabo Verde,201907,0.0,2.0,0.0,0.0
Madagascar,201907,2.0,7.0,0.0,0.0
Macao,201907,0.0,4.0,0.0,0.0
Togo,201907,1.0,0.0,0.0,0.0
French Guiana,201907,0.0,2.0,0.0,0.0
Republic of the Congo,201907,0.0,1.0,0.0,0.0
Syria,201907,6.0,0.0,0.0,0.0
Bahrain,201907,0.0,8.0,0.0,0.0
Mongolia,201907,1.0,8.0,0.0,0.0
Greenland,201907,0.0,2.0,0.0,0.0
Kosovo,201907,1.0,0.0,0.0,0.0
Dominican Republic,201907,1.0,3.0,0.0,0.0
Montenegro,201907,0.0,3.0,0.0,0.0
Saint Kitts and Nevis,201907,0.0,0.0,0.0,0.0
Gambia,201907,0.0,5.0,0.0,0.0
Armenia,201907,2.0,7.0,0.0,0.0
Tajikistan,201907,0.0,3.0,0.0,0.0
Trinidad and Tobago,201907,1.0,2.0,0.0,0.0
Saint Lucia,201907,0.0,0.0,0.0,0.0
Paraguay,201907,0.0,3.0,0.0,0.0
Yemen,201907,0.0,3.0,0.0,0.0
Bhutan,201907,0.0,1.0,0.0,0.0
Lesotho,201907,0.0,2.0,0.0,0.0
Eswatini,201907,0.0,1.0,0.0,0.0
GuineaBissau,201907,0.0,3.0,0.0,0.0
Liechtenstein,201907,0.0,0.0,0.0,0.0
Uzbekistan,201907,1.0,4.0,0.0,0.0
Jamaica,201907,1.0,2.0,0.0,0.0
country,201907,0.0,1.0,0.0,0.0
Reunion,201907,0.0,0.0,0.0,0.0
Palestinian Territory,201907,1.0,0.0,0.0,0.0
Libya,201907,1.0,0.0,0.0,0.0
Guadeloupe,201907,0.0,3.0,0.0,0.0
Somalia,201907,0.0,2.0,0.0,0.0
Albania,201907,0.0,4.0,0.0,0.0
Mauritania,201907,2.0,0.0,0.0,0.0
El Salvador,201907,0.0,1.0,0.0,0.0
Central African Republic,201907,1.0,1.0,0.0,0.0
Belize,201907,0.0,0.0,0.0,0.0
Faroe Islands,201907,0.0,2.0,0.0,0.0
Curacao,201907,0.0,0.0,0.0,0.0
Seychelles,201907,0.0,2.0,0.0,0.0
Chad,201907,0.0,3.0,0.0,0.0
San Marino,201907,0.0,1.0,0.0,0.0
Maldives,201907,0.0,2.0,0.0,0.0
Turkmenistan,201907,0.0,0.0,0.0,0.0
Ivory Coast,201907,0.0,2.0,0.0,0.0
Gabon,201907,4.0,5.0,0.0,0.0
Cayman Islands,201907,0.0,0.0,0.0,0.0
Eritrea,201907,3.0,0.0,0.0,0.0
Guyana,201907,0.0,1.0,0.0,0.0
Bahamas,201907,0.0,1.0,0.0,0.0
Turks and Caicos Islands,201907,0.0,1.0,0.0,0.0
Palau,201907,0.0,2.0,0.0,0.0
Saint Vincent and the Grenadines,201907,0.0,1.0,0.0,0.0
Djibouti,201907,0.0,0.0,0.0,0.0
Martinique,201907,0.0,0.0,0.0,0.0
Antigua and Barbuda,201907,0.0,0.0,0.0,0.0
Micronesia,201907,0.0,1.0,0.0,0.0
Bermuda,201907,0.0,1.0,0.0,0.0
Andorra,201907,0.0,1.0,0.0,0.0
Suriname,201907,0.0,2.0,0.0,0.0
Solomon Islands,201907,0.0,1.0,0.0,0.0
Vatican,201907,0.0,1.0,0.0,0.0
Sint Maarten,201907,0.0,0.0,0.0,0.0
Isle of Man,201907,0.0,1.0,0.0,0.0
Gibraltar,201907,0.0,0.0,0.0,0.0
Aruba,201907,0.0,0.0,0.0,0.0
India,201908,1043.0,469.0,0.0,1.0
Uganda,201908,4.0,56.0,0.0,0.0
Denmark,201908,254.0,416.0,0.0,0.0
Japan,201908,2024.0,749.0,0.0,0.0
France,201908,600.0,1127.0,0.0,1.0
Australia,201908,1087.0,1036.0,2.0,1.0
South Korea,201908,1181.0,460.0,3.0,0.0
United States,201908,7598.0,6052.0,16.0,8.0
Switzerland,201908,328.0,716.0,0.0,0.0
Tanzania,201908,5.0,39.0,0.0,0.0
Portugal,201908,171.0,226.0,0.0,0.0
United Kingdom,201908,1168.0,2293.0,1.0,1.0
Italy,201908,1142.0,1060.0,0.0,0.0
Singapore,201908,149.0,237.0,0.0,0.0
Canada,201908,1031.0,1123.0,2.0,2.0
Sweden,201908,290.0,515.0,0.0,0.0
China,201908,7800.0,2348.0,17.0,4.0
Netherlands,201908,567.0,857.0,0.0,1.0
Brazil,201908,908.0,615.0,0.0,0.0
Morocco,201908,24.0,15.0,0.0,0.0
Germany,201908,1496.0,1691.0,2.0,1.0
Costa Rica,201908,3.0,12.0,0.0,0.0
Turkey,201908,455.0,177.0,0.0,0.0
Greece,201908,125.0,199.0,0.0,0.0
Iran,201908,521.0,271.0,0.0,0.0
South Africa,201908,153.0,183.0,0.0,0.0
Moldova,201908,0.0,3.0,0.0,0.0
Hungary,201908,57.0,112.0,0.0,0.0
Austria,201908,158.0,343.0,0.0,0.0
Serbia,201908,40.0,55.0,0.0,0.0
Romania,201908,64.0,67.0,0.0,0.0
Argentina,201908,91.0,135.0,0.0,0.0
Israel,201908,289.0,274.0,0.0,0.0
Spain,201908,756.0,829.0,0.0,1.0
Russia,201908,233.0,191.0,0.0,0.0
Belgium,201908,194.0,538.0,1.0,0.0
Norway,201908,138.0,258.0,0.0,0.0
Vietnam,201908,10.0,73.0,0.0,0.0
Malaysia,201908,74.0,130.0,0.0,0.0
Ireland,201908,123.0,182.0,0.0,0.0
Taiwan,201908,461.0,247.0,0.0,0.0
Chile,201908,86.0,125.0,0.0,0.0
Egypt,201908,169.0,130.0,0.0,0.0
Jordan,201908,31.0,39.0,0.0,0.0
Thailand,201908,105.0,136.0,0.0,0.0
Qatar,201908,14.0,47.0,0.0,0.0
Bangladesh,201908,11.0,60.0,0.0,0.0
Saudi Arabia,201908,79.0,166.0,0.0,4.0
Poland,201908,384.0,221.0,0.0,0.0
Iceland,201908,4.0,23.0,0.0,0.0
Lebanon,201908,31.0,39.0,0.0,0.0
New Zealand,201908,123.0,194.0,0.0,0.0
Mozambique,201908,1.0,16.0,0.0,0.0
Lithuania,201908,24.0,20.0,0.0,0.0
Bosnia and Herzegovina,201908,0.0,11.0,0.0,0.0
Finland,201908,124.0,230.0,0.0,0.0
Slovenia,201908,32.0,65.0,0.0,0.0
Georgia,201908,62.0,70.0,0.0,0.0
New Caledonia,201908,0.0,3.0,0.0,0.0
Myanmar,201908,0.0,9.0,0.0,0.0
Croatia,201908,20.0,58.0,0.0,0.0
Zambia,201908,3.0,15.0,0.0,0.0
Pakistan,201908,64.0,170.0,0.0,1.0
Jersey,201908,31.0,35.0,0.0,0.0
Cameroon,201908,7.0,21.0,0.0,0.0
Uruguay,201908,8.0,31.0,0.0,0.0
Peru,201908,32.0,104.0,0.0,0.0
Ethiopia,201908,114.0,38.0,0.0,0.0
Colombia,201908,50.0,100.0,0.0,0.0
Kenya,201908,10.0,64.0,0.0,0.0
Democratic Republic of the Congo,201908,0.0,6.0,0.0,0.0
Estonia,201908,10.0,30.0,0.0,0.0
Mexico,201908,198.0,167.0,0.0,0.0
Slovakia,201908,26.0,40.0,0.0,0.0
Cuba,201908,2.0,10.0,0.0,0.0
Fiji,201908,1.0,1.0,0.0,0.0
Ghana,201908,16.0,36.0,0.0,0.0
Nigeria,201908,43.0,59.0,0.0,0.0
Guinea,201908,0.0,7.0,0.0,0.0
Kyrgyzstan,201908,0.0,4.0,0.0,0.0
Nepal,201908,18.0,35.0,0.0,0.0
United Arab Emirates,201908,15.0,42.0,0.0,0.0
French Polynesia,201908,0.0,2.0,0.0,0.0
Indonesia,201908,55.0,42.0,0.0,0.0
Ukraine,201908,17.0,34.0,0.0,0.0
Sri Lanka,201908,19.0,13.0,0.0,0.0
Cyprus,201908,3.0,30.0,0.0,0.0
Philippines,201908,10.0,39.0,0.0,0.0
Nicaragua,201908,1.0,3.0,0.0,0.0
Cambodia,201908,2.0,10.0,0.0,0.0
Tunisia,201908,31.0,40.0,0.0,0.0
Venezuela,201908,2.0,8.0,0.0,0.0
Latvia,201908,5.0,11.0,0.0,0.0
Czechia,201908,3.0,11.0,0.0,0.0
Ecuador,201908,4.0,24.0,0.0,0.0
Botswana,201908,1.0,14.0,0.0,0.0
Bolivia,201908,0.0,10.0,0.0,0.0
North Macedonia,201908,0.0,3.0,0.0,0.0
Afghanistan,201908,0.0,7.0,0.0,0.0
Benin,201908,3.0,11.0,0.0,0.0
Burkina Faso,201908,1.0,13.0,0.0,0.0
Haiti,201908,0.0,4.0,0.0,0.0
Mali,201908,8.0,17.0,0.0,0.0
Niger,201908,0.0,3.0,0.0,0.0
Sierra Leone,201908,1.0,6.0,0.0,0.0
Bulgaria,201908,32.0,30.0,0.0,0.0
Algeria,201908,6.0,19.0,0.0,0.0
Senegal,201908,2.0,16.0,0.0,0.0
Oman,201908,8.0,18.0,0.0,0.0
Grenada,201908,1.0,1.0,0.0,0.0
Kuwait,201908,13.0,12.0,0.0,0.0
Laos,201908,0.0,1.0,0.0,0.0
Brunei,201908,0.0,3.0,0.0,0.0
Dominica,201908,1.0,0.0,0.0,0.0
Luxembourg,201908,3.0,19.0,0.0,0.0
Tonga,201908,0.0,0.0,0.0,0.0
Honduras,201908,0.0,1.0,0.0,0.0
Panama,201908,3.0,5.0,0.0,0.0
Rwanda,201908,1.0,14.0,0.0,0.0
Liberia,201908,0.0,0.0,0.0,0.0
Zimbabwe,201908,1.0,19.0,0.0,0.0
Kazakhstan,201908,8.0,16.0,0.0,0.0
Guatemala,201908,0.0,5.0,0.0,0.0
Samoa,201908,0.0,1.0,0.0,0.0
Azerbaijan,201908,0.0,5.0,0.0,0.0
Namibia,201908,0.0,5.0,0.0,0.0
Angola,201908,0.0,3.0,0.0,0.0
Monaco,201908,0.0,2.0,0.0,0.0
Iraq,201908,11.0,21.0,0.0,0.0
Barbados,201908,0.0,4.0,0.0,0.0
Belarus,201908,0.0,11.0,0.0,0.0
Malawi,201908,1.0,23.0,0.0,0.0
Sudan,201908,3.0,9.0,0.0,0.0
Malta,201908,2.0,7.0,0.0,0.0
Burundi,201908,0.0,2.0,0.0,0.0
Mauritius,201908,0.0,6.0,0.0,0.0
Cabo Verde,201908,0.0,0.0,0.0,0.0
Madagascar,201908,1.0,5.0,0.0,0.0
Macao,201908,1.0,1.0,0.0,0.0
Togo,201908,2.0,2.0,0.0,0.0
French Guiana,201908,0.0,3.0,0.0,0.0
Republic of the Congo,201908,0.0,1.0,0.0,0.0
Syria,201908,4.0,1.0,0.0,0.0
Bahrain,201908,3.0,6.0,0.0,0.0
Mongolia,201908,2.0,12.0,0.0,0.0
Greenland,201908,1.0,0.0,0.0,0.0
Kosovo,201908,0.0,1.0,0.0,0.0
Dominican Republic,201908,0.0,2.0,0.0,0.0
Montenegro,201908,0.0,2.0,0.0,0.0
Saint Kitts and Nevis,201908,0.0,0.0,0.0,0.0
Gambia,201908,0.0,9.0,0.0,0.0
Armenia,201908,1.0,12.0,0.0,0.0
Tajikistan,201908,0.0,4.0,0.0,0.0
Trinidad and Tobago,201908,2.0,3.0,0.0,0.0
Saint Lucia,201908,0.0,0.0,0.0,0.0
Paraguay,201908,2.0,4.0,0.0,0.0
Yemen,201908,1.0,4.0,0.0,0.0
Bhutan,201908,0.0,2.0,0.0,0.0
Lesotho,201908,0.0,0.0,0.0,0.0
Eswatini,201908,0.0,2.0,0.0,0.0
GuineaBissau,201908,0.0,0.0,0.0,0.0
Liechtenstein,201908,0.0,1.0,0.0,0.0
Uzbekistan,201908,0.0,1.0,0.0,0.0
Jamaica,201908,1.0,8.0,0.0,0.0
country,201908,0.0,1.0,0.0,0.0
Reunion,201908,0.0,2.0,0.0,0.0
Palestinian Territory,201908,0.0,0.0,0.0,0.0
Libya,201908,3.0,4.0,0.0,0.0
Guadeloupe,201908,1.0,0.0,0.0,0.0
Somalia,201908,0.0,1.0,0.0,0.0
Albania,201908,0.0,3.0,0.0,0.0
Mauritania,201908,0.0,2.0,0.0,0.0
El Salvador,201908,0.0,3.0,0.0,0.0
Central African Republic,201908,1.0,1.0,0.0,0.0
Belize,201908,0.0,0.0,0.0,0.0
Faroe Islands,201908,0.0,3.0,0.0,0.0
Curacao,201908,0.0,1.0,0.0,0.0
Seychelles,201908,0.0,2.0,0.0,0.0
Chad,201908,0.0,2.0,0.0,0.0
San Marino,201908,0.0,0.0,0.0,0.0
Maldives,201908,0.0,1.0,0.0,0.0
Turkmenistan,201908,0.0,0.0,0.0,0.0
Ivory Coast,201908,0.0,1.0,0.0,0.0
Gabon,201908,1.0,5.0,0.0,0.0
Cayman Islands,201908,0.0,0.0,0.0,0.0
Eritrea,201908,3.0,0.0,0.0,0.0
Guyana,201908,0.0,2.0,0.0,0.0
Bahamas,201908,0.0,1.0,0.0,0.0
Turks and Caicos Islands,201908,0.0,0.0,0.0,0.0
Palau,201908,0.0,0.0,0.0,0.0
Saint Vincent and the Grenadines,201908,0.0,0.0,0.0,0.0
Djibouti,201908,0.0,0.0,0.0,0.0
Martinique,201908,0.0,0.0,0.0,0.0
Antigua and Barbuda,201908,0.0,0.0,0.0,0.0
Micronesia,201908,0.0,0.0,0.0,0.0
Bermuda,201908,0.0,1.0,0.0,0.0
Andorra,201908,0.0,1.0,0.0,0.0
Suriname,201908,0.0,1.0,0.0,0.0
Solomon Islands,201908,0.0,4.0,0.0,0.0
Vatican,201908,0.0,0.0,0.0,0.0
Sint Maarten,201908,0.0,0.0,0.0,0.0
Isle of Man,201908,0.0,0.0,0.0,0.0
Gibraltar,201908,0.0,0.0,0.0,0.0
Aruba,201908,0.0,0.0,0.0,0.0
India,201909,914.0,513.0,0.0,0.0
Uganda,201909,16.0,38.0,0.0,0.0
Denmark,201909,268.0,416.0,0.0,0.0
Japan,201909,2131.0,695.0,2.0,0.0
France,201909,778.0,1260.0,2.0,1.0
Australia,201909,1067.0,1105.0,1.0,0.0
South Korea,201909,1250.0,398.0,2.0,1.0
United States,201909,7866.0,6389.0,7.0,7.0
Switzerland,201909,319.0,753.0,0.0,2.0
Tanzania,201909,4.0,45.0,0.0,0.0
Portugal,201909,202.0,269.0,0.0,0.0
United Kingdom,201909,1208.0,2311.0,3.0,1.0
Italy,201909,1197.0,1160.0,0.0,0.0
Singapore,201909,144.0,253.0,0.0,0.0
Canada,201909,1094.0,1225.0,0.0,0.0
Sweden,201909,352.0,571.0,0.0,0.0
China,201909,8011.0,2615.0,7.0,3.0
Netherlands,201909,614.0,925.0,1.0,0.0
Brazil,201909,881.0,642.0,0.0,1.0
Morocco,201909,18.0,28.0,0.0,0.0
Germany,201909,1513.0,1820.0,2.0,2.0
Costa Rica,201909,3.0,18.0,0.0,0.0
Turkey,201909,480.0,160.0,0.0,0.0
Greece,201909,141.0,210.0,0.0,0.0
Iran,201909,531.0,274.0,0.0,0.0
South Africa,201909,149.0,218.0,0.0,0.0
Moldova,201909,0.0,4.0,0.0,0.0
Hungary,201909,75.0,119.0,0.0,0.0
Austria,201909,190.0,363.0,0.0,0.0
Serbia,201909,39.0,63.0,0.0,0.0
Romania,201909,63.0,81.0,0.0,0.0
Argentina,201909,88.0,152.0,0.0,1.0
Israel,201909,280.0,252.0,0.0,1.0
Spain,201909,882.0,934.0,0.0,0.0
Russia,201909,305.0,204.0,0.0,0.0
Belgium,201909,230.0,549.0,0.0,1.0
Norway,201909,159.0,253.0,0.0,0.0
Vietnam,201909,15.0,76.0,0.0,0.0
Malaysia,201909,99.0,169.0,0.0,0.0
Ireland,201909,114.0,166.0,0.0,0.0
Taiwan,201909,445.0,273.0,0.0,1.0
Chile,201909,77.0,136.0,0.0,0.0
Egypt,201909,178.0,163.0,0.0,0.0
Jordan,201909,17.0,33.0,0.0,0.0
Thailand,201909,137.0,148.0,1.0,4.0
Qatar,201909,30.0,55.0,0.0,0.0
Bangladesh,201909,14.0,60.0,0.0,0.0
Saudi Arabia,201909,116.0,266.0,4.0,1.0
Poland,201909,450.0,289.0,0.0,0.0
Iceland,201909,5.0,33.0,0.0,0.0
Lebanon,201909,37.0,66.0,0.0,0.0
New Zealand,201909,122.0,200.0,0.0,0.0
Mozambique,201909,1.0,12.0,0.0,0.0
Lithuania,201909,22.0,32.0,0.0,0.0
Bosnia and Herzegovina,201909,1.0,8.0,0.0,0.0
Finland,201909,146.0,238.0,0.0,0.0
Slovenia,201909,25.0,56.0,0.0,0.0
Georgia,201909,67.0,55.0,0.0,0.0
New Caledonia,201909,1.0,2.0,0.0,0.0
Myanmar,201909,1.0,14.0,0.0,0.0
Croatia,201909,44.0,62.0,0.0,0.0
Zambia,201909,0.0,13.0,0.0,0.0
Pakistan,201909,74.0,195.0,0.0,0.0
Jersey,201909,32.0,28.0,0.0,0.0
Cameroon,201909,7.0,28.0,0.0,0.0
Uruguay,201909,8.0,25.0,0.0,0.0
Peru,201909,24.0,109.0,0.0,0.0
Ethiopia,201909,90.0,44.0,0.0,0.0
Colombia,201909,64.0,105.0,0.0,0.0
Kenya,201909,12.0,78.0,0.0,0.0
Democratic Republic of the Congo,201909,1.0,8.0,0.0,0.0
Estonia,201909,14.0,33.0,0.0,0.0
Mexico,201909,205.0,192.0,1.0,0.0
Slovakia,201909,28.0,39.0,0.0,0.0
Cuba,201909,2.0,15.0,0.0,0.0
Fiji,201909,0.0,4.0,0.0,0.0
Ghana,201909,20.0,55.0,0.0,1.0
Nigeria,201909,41.0,91.0,0.0,1.0
Guinea,201909,0.0,6.0,0.0,0.0
Kyrgyzstan,201909,0.0,1.0,0.0,0.0
Nepal,201909,19.0,39.0,0.0,0.0
United Arab Emirates,201909,17.0,51.0,0.0,0.0
French Polynesia,201909,0.0,1.0,0.0,0.0
Indonesia,201909,77.0,76.0,0.0,0.0
Ukraine,201909,10.0,33.0,0.0,0.0
Sri Lanka,201909,11.0,21.0,0.0,0.0
Cyprus,201909,3.0,33.0,0.0,0.0
Philippines,201909,9.0,34.0,0.0,1.0
Nicaragua,201909,0.0,3.0,0.0,0.0
Cambodia,201909,2.0,15.0,0.0,0.0
Tunisia,201909,25.0,41.0,0.0,0.0
Venezuela,201909,3.0,10.0,0.0,0.0
Latvia,201909,8.0,22.0,0.0,0.0
Czechia,201909,7.0,9.0,0.0,0.0
Ecuador,201909,8.0,33.0,0.0,0.0
Botswana,201909,1.0,5.0,0.0,0.0
Bolivia,201909,0.0,8.0,0.0,0.0
North Macedonia,201909,0.0,3.0,0.0,0.0
Afghanistan,201909,0.0,1.0,0.0,0.0
Benin,201909,3.0,10.0,0.0,0.0
Burkina Faso,201909,3.0,22.0,0.0,0.0
Haiti,201909,0.0,2.0,0.0,0.0
Mali,201909,4.0,16.0,0.0,0.0
Niger,201909,1.0,2.0,0.0,0.0
Sierra Leone,201909,0.0,6.0,0.0,0.0
Bulgaria,201909,15.0,28.0,0.0,0.0
Algeria,201909,6.0,14.0,0.0,0.0
Senegal,201909,2.0,12.0,0.0,0.0
Oman,201909,8.0,20.0,0.0,0.0
Grenada,201909,0.0,3.0,0.0,0.0
Kuwait,201909,18.0,19.0,0.0,0.0
Laos,201909,0.0,5.0,0.0,0.0
Brunei,201909,2.0,3.0,0.0,0.0
Dominica,201909,0.0,1.0,0.0,0.0
Luxembourg,201909,2.0,16.0,0.0,0.0
Tonga,201909,0.0,1.0,0.0,0.0
Honduras,201909,0.0,2.0,0.0,0.0
Panama,201909,1.0,12.0,0.0,0.0
Rwanda,201909,1.0,10.0,0.0,0.0
Liberia,201909,0.0,4.0,0.0,0.0
Zimbabwe,201909,0.0,18.0,0.0,0.0
Kazakhstan,201909,7.0,23.0,0.0,0.0
Guatemala,201909,0.0,10.0,0.0,0.0
Samoa,201909,0.0,1.0,0.0,0.0
Azerbaijan,201909,1.0,6.0,0.0,0.0
Namibia,201909,2.0,5.0,0.0,0.0
Angola,201909,0.0,1.0,0.0,0.0
Monaco,201909,2.0,5.0,0.0,0.0
Iraq,201909,8.0,23.0,0.0,0.0
Barbados,201909,0.0,0.0,0.0,0.0
Belarus,201909,1.0,9.0,0.0,0.0
Malawi,201909,2.0,19.0,0.0,0.0
Sudan,201909,7.0,20.0,0.0,0.0
Malta,201909,2.0,6.0,0.0,0.0
Burundi,201909,1.0,1.0,0.0,0.0
Mauritius,201909,0.0,4.0,0.0,0.0
Cabo Verde,201909,0.0,0.0,0.0,0.0
Madagascar,201909,1.0,6.0,0.0,0.0
Macao,201909,0.0,4.0,0.0,0.0
Togo,201909,1.0,4.0,0.0,0.0
French Guiana,201909,3.0,1.0,0.0,0.0
Republic of the Congo,201909,0.0,2.0,0.0,0.0
Syria,201909,1.0,4.0,0.0,0.0
Bahrain,201909,1.0,11.0,0.0,0.0
Mongolia,201909,1.0,11.0,0.0,0.0
Greenland,201909,0.0,2.0,0.0,0.0
Kosovo,201909,0.0,3.0,0.0,0.0
Dominican Republic,201909,1.0,2.0,0.0,0.0
Montenegro,201909,0.0,5.0,0.0,0.0
Saint Kitts and Nevis,201909,0.0,2.0,0.0,0.0
Gambia,201909,0.0,5.0,0.0,0.0
Armenia,201909,3.0,8.0,0.0,0.0
Tajikistan,201909,0.0,4.0,0.0,0.0
Trinidad and Tobago,201909,2.0,0.0,0.0,0.0
Saint Lucia,201909,0.0,0.0,0.0,0.0
Paraguay,201909,0.0,9.0,0.0,0.0
Yemen,201909,0.0,7.0,0.0,0.0
Bhutan,201909,1.0,5.0,0.0,0.0
Lesotho,201909,0.0,2.0,0.0,0.0
Eswatini,201909,1.0,4.0,0.0,0.0
GuineaBissau,201909,0.0,1.0,0.0,0.0
Liechtenstein,201909,0.0,1.0,0.0,0.0
Uzbekistan,201909,0.0,9.0,0.0,0.0
Jamaica,201909,1.0,4.0,0.0,0.0
