country,month,solePubs,collabPubs,solePubsCorona,collabPubsCorona
Gambia,201910,0.0,8.0,0.0,0.0
Burundi,201910,0.0,2.0,0.0,0.0
Cabo Verde,201910,0.0,0.0,0.0,0.0
Madagascar,201910,1.0,8.0,0.0,0.0
Paraguay,201910,3.0,9.0,0.0,0.0
French Guiana,201910,1.0,2.0,0.0,0.0
Togo,201910,1.0,2.0,0.0,0.0
Samoa,201910,0.0,2.0,0.0,0.0
Dominican Republic,201910,0.0,5.0,0.0,0.0
Saint Lucia,201910,0.0,0.0,0.0,0.0
Saint Kitts and Nevis,201910,0.0,1.0,0.0,0.0
Somalia,201910,0.0,0.0,0.0,0.0
Trinidad and Tobago,201910,5.0,2.0,0.0,0.0
Gabon,201910,0.0,7.0,0.0,0.0
Lesotho,201910,0.0,0.0,0.0,0.0
GuineaBissau,201910,0.0,2.0,0.0,0.0
Bhutan,201910,1.0,6.0,0.0,0.0
Liechtenstein,201910,0.0,0.0,0.0,0.0
Yemen,201910,3.0,4.0,0.0,0.0
Jamaica,201910,3.0,9.0,0.0,0.0
Reunion,201910,0.0,1.0,0.0,0.0
Libya,201910,1.0,2.0,0.0,0.0
Guadeloupe,201910,0.0,0.0,0.0,0.0
Palestinian Territory,201910,0.0,0.0,0.0,0.0
Albania,201910,1.0,9.0,0.0,0.0
Mauritania,201910,0.0,0.0,0.0,0.0
El Salvador,201910,0.0,0.0,0.0,0.0
Belize,201910,0.0,2.0,0.0,0.0
Faroe Islands,201910,0.0,3.0,0.0,0.0
Central African Republic,201910,0.0,3.0,0.0,0.0
Curacao,201910,0.0,0.0,0.0,0.0
Seychelles,201910,0.0,4.0,0.0,0.0
Turkmenistan,201910,0.0,0.0,0.0,0.0
Maldives,201910,0.0,0.0,0.0,0.0
San Marino,201910,0.0,0.0,0.0,0.0
Ivory Coast,201910,0.0,0.0,0.0,0.0
Suriname,201910,0.0,2.0,0.0,0.0
Eritrea,201910,2.0,0.0,0.0,0.0
Cayman Islands,201910,0.0,0.0,0.0,0.0
Guyana,201910,0.0,4.0,0.0,0.0
Bahamas,201910,0.0,2.0,0.0,0.0
Turks and Caicos Islands,201910,0.0,0.0,0.0,0.0
Palau,201910,0.0,0.0,0.0,0.0
Saint Vincent and the Grenadines,201910,0.0,0.0,0.0,0.0
Antigua and Barbuda,201910,0.0,0.0,0.0,0.0
Djibouti,201910,0.0,1.0,0.0,0.0
Martinique,201910,0.0,0.0,0.0,0.0
Solomon Islands,201910,0.0,1.0,0.0,0.0
Bermuda,201910,0.0,0.0,0.0,0.0
Andorra,201910,0.0,0.0,0.0,0.0
Tuvalu,201910,0.0,0.0,0.0,0.0
Vatican,201910,0.0,0.0,0.0,0.0
Sint Maarten,201910,0.0,1.0,0.0,0.0
Gibraltar,201910,0.0,0.0,0.0,0.0
Isle of Man,201910,0.0,0.0,0.0,0.0
Aland Islands,201910,0.0,0.0,0.0,0.0
Aruba,201910,0.0,0.0,0.0,0.0
Portugal,201911,203.0,250.0,0.0,1.0
Australia,201911,1003.0,1087.0,3.0,3.0
France,201911,647.0,1217.0,1.0,2.0
Netherlands,201911,654.0,924.0,0.0,3.0
United States,201911,6920.0,6156.0,7.0,7.0
China,201911,7938.0,2419.0,9.0,2.0
Morocco,201911,30.0,18.0,0.0,0.0
United Kingdom,201911,1120.0,2281.0,0.0,4.0
Switzerland,201911,290.0,732.0,1.0,2.0
Germany,201911,1458.0,1862.0,0.0,1.0
Singapore,201911,149.0,222.0,0.0,0.0
Canada,201911,971.0,1187.0,3.0,0.0
Greece,201911,176.0,215.0,0.0,1.0
Serbia,201911,37.0,54.0,0.0,0.0
Romania,201911,74.0,60.0,0.0,0.0
Denmark,201911,249.0,414.0,1.0,0.0
Sweden,201911,314.0,602.0,0.0,1.0
Japan,201911,1960.0,744.0,0.0,0.0
Norway,201911,132.0,241.0,0.0,0.0
Turkey,201911,525.0,178.0,0.0,0.0
Israel,201911,234.0,239.0,1.0,0.0
Chile,201911,75.0,158.0,0.0,0.0
Russia,201911,259.0,237.0,0.0,0.0
Belgium,201911,234.0,543.0,0.0,1.0
Mozambique,201911,2.0,11.0,0.0,1.0
Italy,201911,1274.0,1158.0,0.0,1.0
Bosnia and Herzegovina,201911,2.0,8.0,0.0,0.0
Poland,201911,510.0,280.0,0.0,0.0
Lithuania,201911,36.0,34.0,0.0,0.0
Finland,201911,150.0,249.0,0.0,0.0
Spain,201911,938.0,915.0,0.0,1.0
Brazil,201911,816.0,630.0,1.0,1.0
Iran,201911,456.0,242.0,0.0,0.0
Austria,201911,156.0,351.0,0.0,0.0
India,201911,850.0,467.0,1.0,0.0
Colombia,201911,72.0,117.0,0.0,0.0
Mexico,201911,194.0,190.0,0.0,0.0
Vietnam,201911,22.0,95.0,0.0,0.0
Uruguay,201911,8.0,21.0,0.0,0.0
South Korea,201911,1193.0,399.0,3.0,2.0
Taiwan,201911,399.0,237.0,2.0,0.0
South Africa,201911,132.0,184.0,0.0,1.0
Ireland,201911,146.0,184.0,0.0,0.0
Nicaragua,201911,0.0,3.0,0.0,0.0
Peru,201911,34.0,116.0,0.0,0.0
Sri Lanka,201911,12.0,20.0,0.0,0.0
Indonesia,201911,113.0,66.0,0.0,0.0
Bolivia,201911,0.0,7.0,0.0,0.0
New Zealand,201911,117.0,164.0,0.0,0.0
Saudi Arabia,201911,107.0,245.0,0.0,1.0
Nigeria,201911,44.0,71.0,0.0,1.0
Uganda,201911,7.0,49.0,0.0,0.0
Tanzania,201911,9.0,36.0,0.0,0.0
Slovakia,201911,31.0,48.0,0.0,0.0
Costa Rica,201911,2.0,10.0,0.0,0.0
Lebanon,201911,35.0,41.0,0.0,0.0
United Arab Emirates,201911,13.0,46.0,0.0,0.0
Jersey,201911,31.0,20.0,0.0,0.0
Argentina,201911,71.0,128.0,0.0,0.0
Moldova,201911,0.0,3.0,0.0,0.0
Hungary,201911,57.0,126.0,0.0,0.0
Malaysia,201911,96.0,151.0,0.0,0.0
Jordan,201911,22.0,35.0,0.0,0.0
Georgia,201911,53.0,40.0,0.0,2.0
Bangladesh,201911,15.0,53.0,0.0,0.0
Luxembourg,201911,5.0,31.0,0.0,0.0
Cyprus,201911,8.0,36.0,0.0,0.0
Thailand,201911,123.0,158.0,0.0,0.0
Honduras,201911,0.0,3.0,0.0,0.0
Egypt,201911,189.0,181.0,0.0,1.0
Estonia,201911,12.0,39.0,0.0,0.0
Latvia,201911,5.0,22.0,0.0,0.0
Kuwait,201911,9.0,15.0,0.0,0.0
Nepal,201911,16.0,32.0,0.0,0.0
Burkina Faso,201911,1.0,11.0,0.0,0.0
Liberia,201911,0.0,0.0,0.0,0.0
Slovenia,201911,43.0,51.0,0.0,0.0
Ethiopia,201911,74.0,46.0,0.0,0.0
Cameroon,201911,7.0,17.0,0.0,0.0
Uzbekistan,201911,0.0,2.0,0.0,0.0
Bulgaria,201911,30.0,45.0,0.0,0.0
Croatia,201911,32.0,59.0,0.0,0.0
Ukraine,201911,9.0,31.0,0.0,0.0
Czechia,201911,3.0,8.0,0.0,0.0
Pakistan,201911,84.0,168.0,0.0,0.0
Dominica,201911,0.0,0.0,0.0,0.0
Qatar,201911,19.0,53.0,0.0,0.0
Algeria,201911,6.0,20.0,0.0,0.0
Iceland,201911,3.0,21.0,0.0,0.0
Myanmar,201911,0.0,11.0,0.0,0.0
New Caledonia,201911,1.0,1.0,0.0,0.0
Tunisia,201911,26.0,25.0,0.0,0.0
Kyrgyzstan,201911,1.0,1.0,0.0,0.0
Zambia,201911,0.0,13.0,0.0,0.0
Cuba,201911,1.0,11.0,0.0,0.0
Fiji,201911,1.0,8.0,0.0,0.0
French Polynesia,201911,0.0,1.0,0.0,0.0
Ghana,201911,11.0,39.0,0.0,0.0
Philippines,201911,12.0,46.0,0.0,0.0
Grenada,201911,0.0,12.0,0.0,0.0
Ecuador,201911,4.0,25.0,0.0,0.0
Rwanda,201911,3.0,10.0,0.0,0.0
Venezuela,201911,2.0,15.0,0.0,0.0
Kenya,201911,17.0,71.0,0.0,0.0
Niger,201911,1.0,7.0,0.0,0.0
Chad,201911,0.0,0.0,0.0,0.0
Mali,201911,5.0,14.0,0.0,0.0
Afghanistan,201911,0.0,1.0,0.0,0.0
Oman,201911,6.0,26.0,0.0,0.0
North Macedonia,201911,0.0,8.0,0.0,0.0
Botswana,201911,1.0,6.0,0.0,0.0
Zimbabwe,201911,1.0,17.0,0.0,0.0
Benin,201911,3.0,18.0,0.0,0.0
Haiti,201911,0.0,2.0,0.0,0.0
Sierra Leone,201911,1.0,8.0,0.0,0.0
Mongolia,201911,1.0,8.0,0.0,0.0
Senegal,201911,2.0,12.0,0.0,0.0
Laos,201911,1.0,3.0,0.0,0.0
Kazakhstan,201911,3.0,19.0,0.0,0.0
Azerbaijan,201911,1.0,6.0,0.0,0.0
Sudan,201911,1.0,12.0,0.0,0.0
Tonga,201911,0.0,1.0,0.0,0.0
Guatemala,201911,0.0,6.0,0.0,0.0
Namibia,201911,1.0,3.0,0.0,0.0
Angola,201911,0.0,2.0,0.0,0.0
Iraq,201911,17.0,18.0,0.0,0.0
Panama,201911,3.0,6.0,0.0,0.0
Cambodia,201911,0.0,9.0,0.0,0.0
Montenegro,201911,0.0,3.0,0.0,0.0
Democratic Republic of the Congo,201911,0.0,2.0,0.0,0.0
Syria,201911,3.0,2.0,0.0,0.0
Guinea,201911,0.0,10.0,0.0,0.0
Malawi,201911,4.0,24.0,0.0,0.0
Malta,201911,1.0,7.0,0.0,0.0
Belarus,201911,3.0,10.0,0.0,0.0
Greenland,201911,0.0,2.0,0.0,0.0
Monaco,201911,1.0,5.0,0.0,0.0
Brunei,201911,1.0,4.0,0.0,0.0
Bahrain,201911,4.0,11.0,0.0,0.0
Barbados,201911,0.0,3.0,0.0,0.0
Republic of the Congo,201911,0.0,1.0,0.0,0.0
Mauritius,201911,0.0,4.0,0.0,1.0
Tajikistan,201911,0.0,0.0,0.0,0.0
Armenia,201911,3.0,9.0,0.0,0.0
Macao,201911,0.0,1.0,0.0,0.0
Gambia,201911,0.0,6.0,0.0,0.0
Burundi,201911,0.0,0.0,0.0,0.0
Cabo Verde,201911,0.0,3.0,0.0,0.0
Madagascar,201911,0.0,10.0,0.0,1.0
Paraguay,201911,0.0,2.0,0.0,0.0
French Guiana,201911,0.0,1.0,0.0,0.0
Togo,201911,0.0,3.0,0.0,0.0
Samoa,201911,0.0,0.0,0.0,0.0
Dominican Republic,201911,0.0,2.0,0.0,0.0
Saint Lucia,201911,0.0,0.0,0.0,0.0
Saint Kitts and Nevis,201911,0.0,2.0,0.0,0.0
Somalia,201911,1.0,1.0,0.0,0.0
Trinidad and Tobago,201911,1.0,4.0,0.0,0.0
Gabon,201911,0.0,6.0,0.0,0.0
Lesotho,201911,0.0,1.0,0.0,0.0
GuineaBissau,201911,0.0,2.0,0.0,0.0
Bhutan,201911,0.0,4.0,0.0,0.0
Liechtenstein,201911,0.0,0.0,0.0,0.0
Yemen,201911,0.0,5.0,0.0,0.0
Jamaica,201911,0.0,6.0,0.0,0.0
Reunion,201911,1.0,1.0,0.0,0.0
Libya,201911,2.0,3.0,0.0,0.0
Guadeloupe,201911,0.0,1.0,0.0,0.0
Palestinian Territory,201911,0.0,0.0,0.0,0.0
Albania,201911,3.0,10.0,0.0,0.0
Mauritania,201911,0.0,1.0,0.0,0.0
El Salvador,201911,0.0,2.0,0.0,0.0
Belize,201911,0.0,2.0,0.0,0.0
Faroe Islands,201911,1.0,3.0,0.0,0.0
Central African Republic,201911,0.0,0.0,0.0,0.0
Curacao,201911,0.0,0.0,0.0,0.0
Seychelles,201911,0.0,1.0,0.0,1.0
Turkmenistan,201911,0.0,0.0,0.0,0.0
Maldives,201911,0.0,1.0,0.0,0.0
San Marino,201911,0.0,1.0,0.0,0.0
Ivory Coast,201911,0.0,2.0,0.0,0.0
Suriname,201911,0.0,3.0,0.0,0.0
Eritrea,201911,1.0,1.0,0.0,0.0
Cayman Islands,201911,0.0,0.0,0.0,0.0
Guyana,201911,0.0,4.0,0.0,0.0
Bahamas,201911,0.0,2.0,0.0,0.0
Turks and Caicos Islands,201911,0.0,0.0,0.0,0.0
Palau,201911,0.0,0.0,0.0,0.0
Saint Vincent and the Grenadines,201911,0.0,0.0,0.0,0.0
Antigua and Barbuda,201911,0.0,0.0,0.0,0.0
Djibouti,201911,0.0,0.0,0.0,0.0
Martinique,201911,0.0,0.0,0.0,0.0
Solomon Islands,201911,0.0,1.0,0.0,0.0
Bermuda,201911,0.0,0.0,0.0,0.0
Andorra,201911,0.0,0.0,0.0,0.0
Tuvalu,201911,0.0,0.0,0.0,0.0
Vatican,201911,0.0,0.0,0.0,0.0
Sint Maarten,201911,0.0,0.0,0.0,0.0
Gibraltar,201911,0.0,0.0,0.0,0.0
Isle of Man,201911,0.0,0.0,0.0,0.0
Aland Islands,201911,0.0,0.0,0.0,0.0
Aruba,201911,0.0,1.0,0.0,0.0
Portugal,201912,191.0,267.0,0.0,1.0
Australia,201912,976.0,1061.0,2.0,1.0
France,201912,678.0,1204.0,0.0,2.0
Netherlands,201912,585.0,857.0,0.0,0.0
United States,201912,7274.0,6062.0,8.0,8.0
China,201912,8387.0,2465.0,13.0,1.0
Morocco,201912,23.0,36.0,0.0,0.0
United Kingdom,201912,1035.0,2173.0,2.0,5.0
Switzerland,201912,328.0,721.0,0.0,0.0
Germany,201912,1358.0,1778.0,2.0,2.0
Singapore,201912,124.0,229.0,0.0,1.0
Canada,201912,940.0,1165.0,1.0,0.0
Greece,201912,168.0,195.0,0.0,0.0
Serbia,201912,37.0,46.0,0.0,0.0
Romania,201912,62.0,77.0,0.0,0.0
Denmark,201912,250.0,412.0,0.0,1.0
Sweden,201912,348.0,540.0,0.0,0.0
Japan,201912,2129.0,764.0,1.0,0.0
Norway,201912,142.0,297.0,0.0,1.0
Turkey,201912,553.0,196.0,0.0,1.0
Israel,201912,251.0,257.0,0.0,0.0
Chile,201912,86.0,154.0,0.0,0.0
Russia,201912,278.0,208.0,0.0,0.0
Belgium,201912,230.0,528.0,0.0,1.0
Mozambique,201912,0.0,14.0,0.0,0.0
Italy,201912,1328.0,1235.0,2.0,1.0
Bosnia and Herzegovina,201912,2.0,7.0,0.0,0.0
Poland,201912,543.0,301.0,0.0,0.0
Lithuania,201912,26.0,38.0,0.0,0.0
Finland,201912,160.0,228.0,0.0,0.0
Spain,201912,973.0,954.0,0.0,1.0
Brazil,201912,840.0,605.0,0.0,0.0
Iran,201912,605.0,294.0,0.0,0.0
Austria,201912,180.0,359.0,0.0,0.0
India,201912,871.0,473.0,0.0,0.0
Colombia,201912,50.0,102.0,0.0,0.0
Mexico,201912,223.0,183.0,0.0,0.0
Vietnam,201912,20.0,96.0,0.0,1.0
Uruguay,201912,12.0,34.0,0.0,0.0
South Korea,201912,1164.0,382.0,2.0,2.0
Taiwan,201912,402.0,259.0,2.0,1.0
South Africa,201912,128.0,197.0,0.0,1.0
Ireland,201912,128.0,193.0,0.0,1.0
Nicaragua,201912,0.0,4.0,0.0,0.0
Peru,201912,24.0,102.0,0.0,0.0
Sri Lanka,201912,19.0,16.0,0.0,0.0
Indonesia,201912,34.0,64.0,0.0,0.0
Bolivia,201912,0.0,3.0,0.0,0.0
New Zealand,201912,116.0,183.0,0.0,0.0
Saudi Arabia,201912,105.0,272.0,0.0,1.0
Nigeria,201912,50.0,61.0,0.0,0.0
Uganda,201912,7.0,37.0,0.0,0.0
Tanzania,201912,11.0,40.0,0.0,0.0
Slovakia,201912,29.0,40.0,0.0,0.0
Costa Rica,201912,7.0,17.0,0.0,0.0
Lebanon,201912,30.0,54.0,0.0,0.0
United Arab Emirates,201912,16.0,42.0,0.0,0.0
Jersey,201912,32.0,21.0,0.0,0.0
Argentina,201912,111.0,137.0,0.0,0.0
Moldova,201912,0.0,1.0,0.0,0.0
Hungary,201912,66.0,122.0,0.0,0.0
Malaysia,201912,84.0,136.0,0.0,0.0
Jordan,201912,19.0,49.0,0.0,0.0
Georgia,201912,49.0,51.0,0.0,0.0
Bangladesh,201912,11.0,58.0,0.0,0.0
Luxembourg,201912,7.0,32.0,0.0,0.0
Cyprus,201912,8.0,40.0,0.0,0.0
Thailand,201912,117.0,140.0,0.0,0.0
Honduras,201912,0.0,3.0,0.0,0.0
Egypt,201912,219.0,173.0,0.0,0.0
Estonia,201912,8.0,25.0,0.0,0.0
Latvia,201912,3.0,26.0,0.0,0.0
Kuwait,201912,7.0,16.0,0.0,0.0
Nepal,201912,18.0,30.0,0.0,0.0
Burkina Faso,201912,0.0,13.0,0.0,0.0
Liberia,201912,0.0,4.0,0.0,0.0
Slovenia,201912,41.0,61.0,0.0,0.0
Ethiopia,201912,66.0,61.0,0.0,0.0
Cameroon,201912,9.0,23.0,0.0,0.0
Uzbekistan,201912,1.0,3.0,0.0,0.0
Bulgaria,201912,18.0,31.0,0.0,0.0
Croatia,201912,28.0,44.0,0.0,0.0
Ukraine,201912,13.0,37.0,0.0,0.0
Czechia,201912,1.0,8.0,0.0,0.0
Pakistan,201912,71.0,194.0,0.0,0.0
Dominica,201912,0.0,1.0,0.0,0.0
Qatar,201912,16.0,52.0,0.0,0.0
Algeria,201912,12.0,22.0,0.0,0.0
Iceland,201912,6.0,26.0,0.0,0.0
Myanmar,201912,0.0,8.0,0.0,1.0
New Caledonia,201912,0.0,2.0,0.0,0.0
Tunisia,201912,28.0,45.0,0.0,0.0
Kyrgyzstan,201912,0.0,1.0,0.0,0.0
Zambia,201912,1.0,15.0,0.0,0.0
Cuba,201912,2.0,16.0,0.0,0.0
Fiji,201912,1.0,4.0,0.0,0.0
French Polynesia,201912,0.0,6.0,0.0,0.0
Ghana,201912,11.0,40.0,0.0,0.0
Philippines,201912,10.0,21.0,0.0,0.0
Grenada,201912,0.0,7.0,0.0,0.0
Ecuador,201912,6.0,27.0,0.0,0.0
Rwanda,201912,2.0,11.0,0.0,0.0
Venezuela,201912,2.0,13.0,0.0,0.0
Kenya,201912,9.0,50.0,0.0,0.0
Niger,201912,1.0,3.0,0.0,0.0
Chad,201912,0.0,1.0,0.0,0.0
Mali,201912,2.0,10.0,0.0,0.0
Afghanistan,201912,0.0,5.0,0.0,0.0
Oman,201912,6.0,15.0,0.0,0.0
North Macedonia,201912,1.0,5.0,0.0,0.0
Botswana,201912,1.0,9.0,0.0,0.0
Zimbabwe,201912,2.0,15.0,0.0,0.0
Benin,201912,1.0,5.0,0.0,0.0
Haiti,201912,0.0,5.0,0.0,0.0
Sierra Leone,201912,1.0,1.0,0.0,0.0
Mongolia,201912,3.0,13.0,0.0,0.0
Senegal,201912,2.0,20.0,0.0,0.0
Laos,201912,0.0,5.0,0.0,0.0
Kazakhstan,201912,2.0,14.0,0.0,0.0
Azerbaijan,201912,0.0,2.0,0.0,0.0
Sudan,201912,2.0,14.0,0.0,0.0
Tonga,201912,0.0,0.0,0.0,0.0
Guatemala,201912,3.0,5.0,0.0,0.0
Namibia,201912,0.0,3.0,0.0,0.0
Angola,201912,0.0,2.0,0.0,0.0
Iraq,201912,15.0,17.0,0.0,0.0
Panama,201912,1.0,14.0,0.0,0.0
Cambodia,201912,1.0,12.0,0.0,0.0
Montenegro,201912,0.0,4.0,0.0,0.0
Democratic Republic of the Congo,201912,1.0,5.0,0.0,0.0
Syria,201912,3.0,4.0,0.0,0.0
Guinea,201912,0.0,4.0,0.0,0.0
Malawi,201912,2.0,23.0,0.0,0.0
Malta,201912,4.0,6.0,0.0,0.0
Belarus,201912,2.0,14.0,0.0,0.0
Greenland,201912,0.0,0.0,0.0,0.0
Monaco,201912,2.0,7.0,0.0,0.0
Brunei,201912,0.0,2.0,0.0,0.0
Bahrain,201912,2.0,6.0,0.0,0.0
Barbados,201912,0.0,2.0,0.0,0.0
Republic of the Congo,201912,0.0,1.0,0.0,0.0
Mauritius,201912,1.0,6.0,0.0,0.0
Tajikistan,201912,0.0,2.0,0.0,0.0
Armenia,201912,2.0,9.0,0.0,0.0
Macao,201912,1.0,3.0,0.0,0.0
Gambia,201912,0.0,4.0,0.0,0.0
Burundi,201912,0.0,3.0,0.0,0.0
Cabo Verde,201912,0.0,1.0,0.0,0.0
Madagascar,201912,1.0,7.0,0.0,0.0
Paraguay,201912,0.0,5.0,0.0,0.0
French Guiana,201912,3.0,2.0,0.0,0.0
Togo,201912,0.0,3.0,0.0,0.0
Samoa,201912,0.0,0.0,0.0,0.0
Dominican Republic,201912,0.0,4.0,0.0,0.0
Saint Lucia,201912,0.0,0.0,0.0,0.0
Saint Kitts and Nevis,201912,0.0,2.0,0.0,0.0
Somalia,201912,0.0,1.0,0.0,0.0
Trinidad and Tobago,201912,2.0,2.0,0.0,0.0
Gabon,201912,0.0,3.0,0.0,0.0
Lesotho,201912,1.0,0.0,0.0,0.0
GuineaBissau,201912,0.0,1.0,0.0,0.0
Bhutan,201912,2.0,6.0,0.0,0.0
Liechtenstein,201912,0.0,0.0,0.0,0.0
Yemen,201912,1.0,3.0,0.0,0.0
Jamaica,201912,1.0,7.0,0.0,0.0
Reunion,201912,0.0,1.0,0.0,0.0
Libya,201912,0.0,6.0,0.0,0.0
Guadeloupe,201912,1.0,0.0,0.0,0.0
Palestinian Territory,201912,0.0,1.0,0.0,0.0
Albania,201912,0.0,5.0,0.0,0.0
Mauritania,201912,0.0,1.0,0.0,0.0
El Salvador,201912,0.0,1.0,0.0,0.0
Belize,201912,0.0,0.0,0.0,0.0
Faroe Islands,201912,0.0,0.0,0.0,0.0
Central African Republic,201912,0.0,0.0,0.0,0.0
Curacao,201912,0.0,0.0,0.0,0.0
Seychelles,201912,0.0,3.0,0.0,0.0
Turkmenistan,201912,0.0,0.0,0.0,0.0
Maldives,201912,0.0,1.0,0.0,0.0
San Marino,201912,0.0,0.0,0.0,0.0
Ivory Coast,201912,0.0,2.0,0.0,0.0
Suriname,201912,0.0,1.0,0.0,0.0
Eritrea,201912,0.0,0.0,0.0,0.0
Cayman Islands,201912,0.0,0.0,0.0,0.0
Guyana,201912,0.0,1.0,0.0,0.0
Bahamas,201912,0.0,2.0,0.0,0.0
Turks and Caicos Islands,201912,0.0,0.0,0.0,0.0
Palau,201912,0.0,0.0,0.0,0.0
Saint Vincent and the Grenadines,201912,0.0,0.0,0.0,0.0
Antigua and Barbuda,201912,0.0,0.0,0.0,0.0
Djibouti,201912,0.0,0.0,0.0,0.0
Martinique,201912,0.0,0.0,0.0,0.0
Solomon Islands,201912,0.0,1.0,0.0,0.0
Bermuda,201912,0.0,0.0,0.0,0.0
Andorra,201912,0.0,1.0,0.0,0.0
Tuvalu,201912,0.0,0.0,0.0,0.0
Vatican,201912,0.0,0.0,0.0,0.0
Sint Maarten,201912,0.0,0.0,0.0,0.0
Gibraltar,201912,0.0,0.0,0.0,0.0
Isle of Man,201912,0.0,0.0,0.0,0.0
Aland Islands,201912,0.0,0.0,0.0,0.0
Aruba,201912,0.0,1.0,0.0,0.0
Portugal,202001,211.0,304.0,0.0,1.0
Australia,202001,951.0,1061.0,3.0,4.0
France,202001,756.0,1302.0,0.0,3.0
Netherlands,202001,622.0,940.0,0.0,0.0
United States,202001,8102.0,6478.0,22.0,37.0
China,202001,8411.0,2490.0,44.0,31.0
Morocco,202001,20.0,33.0,0.0,0.0
United Kingdom,202001,1147.0,2375.0,6.0,12.0
Switzerland,202001,320.0,818.0,1.0,3.0
Germany,202001,1537.0,1869.0,3.0,4.0
Singapore,202001,122.0,227.0,2.0,1.0
Canada,202001,1071.0,1218.0,2.0,10.0
Greece,202001,160.0,247.0,1.0,0.0
Serbia,202001,52.0,74.0,0.0,0.0
Romania,202001,60.0,88.0,0.0,0.0
Denmark,202001,274.0,480.0,1.0,1.0
Sweden,202001,360.0,593.0,1.0,0.0
Japan,202001,2120.0,755.0,5.0,2.0
Norway,202001,209.0,303.0,0.0,1.0
Turkey,202001,567.0,209.0,0.0,1.0
Israel,202001,270.0,277.0,1.0,0.0
Chile,202001,90.0,144.0,0.0,0.0
Russia,202001,189.0,211.0,1.0,0.0
Belgium,202001,264.0,574.0,0.0,3.0
Mozambique,202001,2.0,12.0,0.0,0.0
Italy,202001,1468.0,1335.0,2.0,5.0
Bosnia and Herzegovina,202001,1.0,13.0,0.0,0.0
Poland,202001,607.0,306.0,1.0,0.0
Lithuania,202001,29.0,35.0,0.0,0.0
Finland,202001,163.0,265.0,1.0,0.0
Spain,202001,948.0,1019.0,0.0,2.0
Brazil,202001,847.0,615.0,0.0,3.0
Iran,202001,628.0,274.0,0.0,0.0
Austria,202001,178.0,355.0,0.0,0.0
India,202001,1031.0,484.0,1.0,2.0
Colombia,202001,58.0,91.0,0.0,2.0
Mexico,202001,240.0,223.0,0.0,0.0
Vietnam,202001,17.0,55.0,0.0,0.0
Uruguay,202001,10.0,25.0,0.0,0.0
South Korea,202001,1247.0,384.0,4.0,1.0
Taiwan,202001,386.0,253.0,3.0,1.0
South Africa,202001,127.0,200.0,0.0,1.0
Ireland,202001,107.0,195.0,0.0,0.0
Nicaragua,202001,0.0,8.0,0.0,0.0
Peru,202001,34.0,87.0,0.0,0.0
Sri Lanka,202001,8.0,16.0,0.0,0.0
Indonesia,202001,55.0,66.0,0.0,0.0
Bolivia,202001,0.0,5.0,0.0,0.0
New Zealand,202001,109.0,163.0,0.0,0.0
Saudi Arabia,202001,108.0,278.0,2.0,6.0
Nigeria,202001,63.0,68.0,0.0,2.0
Uganda,202001,7.0,62.0,0.0,0.0
Tanzania,202001,9.0,48.0,0.0,1.0
Slovakia,202001,32.0,30.0,0.0,0.0
Costa Rica,202001,2.0,14.0,0.0,0.0
Lebanon,202001,29.0,42.0,0.0,0.0
United Arab Emirates,202001,14.0,47.0,0.0,0.0
Jersey,202001,28.0,22.0,1.0,0.0
Argentina,202001,110.0,152.0,0.0,1.0
Moldova,202001,0.0,3.0,0.0,0.0
Hungary,202001,111.0,113.0,0.0,0.0
Malaysia,202001,77.0,132.0,0.0,1.0
Jordan,202001,34.0,38.0,0.0,0.0
Georgia,202001,47.0,56.0,0.0,0.0
Bangladesh,202001,23.0,54.0,0.0,0.0
Luxembourg,202001,3.0,19.0,0.0,0.0
Cyprus,202001,10.0,39.0,0.0,0.0
Thailand,202001,132.0,146.0,0.0,1.0
Honduras,202001,0.0,2.0,0.0,0.0
Egypt,202001,217.0,165.0,1.0,0.0
Estonia,202001,10.0,31.0,0.0,0.0
Latvia,202001,11.0,17.0,0.0,0.0
Kuwait,202001,16.0,10.0,0.0,0.0
Nepal,202001,13.0,29.0,0.0,2.0
Burkina Faso,202001,5.0,20.0,0.0,0.0
Liberia,202001,0.0,1.0,0.0,0.0
Slovenia,202001,40.0,66.0,1.0,0.0
Ethiopia,202001,76.0,52.0,0.0,0.0
Cameroon,202001,13.0,23.0,0.0,0.0
Uzbekistan,202001,1.0,5.0,0.0,0.0
Bulgaria,202001,36.0,51.0,0.0,0.0
Croatia,202001,56.0,73.0,0.0,0.0
Ukraine,202001,15.0,39.0,0.0,0.0
Czechia,202001,3.0,10.0,0.0,0.0
Pakistan,202001,90.0,202.0,1.0,2.0
Dominica,202001,0.0,0.0,0.0,0.0
Qatar,202001,21.0,49.0,1.0,0.0
Algeria,202001,12.0,22.0,0.0,0.0
Iceland,202001,3.0,33.0,0.0,0.0
Myanmar,202001,2.0,12.0,0.0,0.0
New Caledonia,202001,0.0,1.0,0.0,0.0
Tunisia,202001,35.0,50.0,0.0,0.0
Kyrgyzstan,202001,0.0,4.0,0.0,0.0
Zambia,202001,2.0,17.0,0.0,0.0
Cuba,202001,1.0,9.0,0.0,0.0
Fiji,202001,0.0,0.0,0.0,0.0
French Polynesia,202001,0.0,4.0,0.0,0.0
Ghana,202001,17.0,41.0,0.0,1.0
Philippines,202001,11.0,41.0,0.0,0.0
